,mileage,manufacturer,fuel,gear,offer_type,price,hp,age_of_car,place_of_origin,price_category_userdef
39509,49993,Ford,Gasoline,Manual,Used,10999,86.0,2,others,Moderate
39510,9688,other,Gasoline,Manual,Used,11900,101.0,2,others,Moderate
39511,150,Renault,Gasoline,Manual,Used,12750,76.0,2,others,Moderate
39512,8192,other,Gasoline,Manual,Used,13790,101.0,2,others,Moderate
39513,8001,other,Gasoline,Manual,Used,17100,120.0,2,others,Moderate
39514,14500,Opel,Gasoline,Manual,Used,18190,125.0,2,Germany,Moderate
39515,27000,other,Gasoline,Automatic,Used,18990,145.0,2,others,Moderate
39523,15000,other,Gasoline,Automatic,Used,16990,150.0,2,others,Moderate
39524,6012,other,Gasoline,Automatic,Employee's car,17980,120.0,2,others,Moderate
39525,22318,Hyundai,Gasoline,Automatic,Used,19890,177.0,2,others,Moderate
39526,19765,BMW,Gasoline,Automatic,Used,19900,136.0,2,Germany,Moderate
39527,97658,other,Electric/Gasoline,Automatic,Used,19900,179.0,2,others,Moderate
39528,19300,other,Gasoline,Manual,Used,19990,120.0,2,others,Moderate
39543,34675,other,Gasoline,Manual,Used,11640,83.0,2,others,Moderate
39544,5592,Hyundai,Gasoline,Manual,Used,11670,67.0,2,others,Moderate
39545,29500,other,Gasoline,Manual,Used,11700,84.0,2,others,Moderate
39546,76448,Opel,Gasoline,Manual,Used,11795,82.0,2,Germany,Moderate
39547,26580,other,Gasoline,Manual,Used,11800,90.0,2,others,Moderate
39548,24885,Renault,Gasoline,Manual,Used,11880,90.0,2,others,Moderate
39549,29400,other,Gasoline,Manual,Used,11930,83.0,2,others,Moderate
39550,23506,Renault,Diesel,Manual,Used,11980,90.0,2,others,Moderate
39551,13538,other,Gasoline,Automatic,Used,11980,71.0,2,Germany,Moderate
39552,10500,Volkswagen,Gasoline,Manual,Used,11980,60.0,2,Germany,Moderate
39553,26929,Renault,Electric,Automatic,Used,11990,72.0,2,others,Moderate
39554,18033,other,Gasoline,Manual,Used,11990,90.0,2,Germany,Moderate
39555,32430,Renault,Electric,Automatic,Used,11990,72.0,2,others,Moderate
39556,50,other,Gasoline,Automatic,Demonstration,11990,84.0,2,others,Moderate
39557,6075,other,Gasoline,Manual,Used,11995,86.0,2,others,Moderate
39558,1300,Opel,Gasoline,Manual,Used,11998,101.0,2,Germany,Moderate
39559,9700,Opel,Gasoline,Manual,Used,11998,101.0,2,Germany,Moderate
39560,16144,Opel,Gasoline,Manual,Used,12000,90.0,2,Germany,Moderate
39561,7100,Hyundai,Gasoline,Manual,Used,12099,84.0,2,others,Moderate
39562,9901,other,Gasoline,Automatic,Used,12235,71.0,2,Germany,Moderate
39599,19700,other,Gasoline,Manual,Used,12260,83.0,2,others,Moderate
39600,7296,other,Electric,Automatic,Used,12290,82.0,2,Germany,Moderate
39601,13700,Volkswagen,Gasoline,Manual,Used,12290,75.0,2,Germany,Moderate
39602,22900,Ford,Gasoline,Manual,Demonstration,12348,86.0,2,others,Moderate
39603,38000,Ford,Diesel,Manual,Used,12350,86.0,2,others,Moderate
39604,45700,other,Gasoline,Manual,Used,12440,82.0,2,others,Moderate
39605,74381,Volkswagen,Gasoline,Manual,Used,12440,86.0,2,Germany,Moderate
39606,19970,Ford,Gasoline,Manual,Used,12450,86.0,2,others,Moderate
39607,17807,other,Gasoline,Manual,Used,12460,83.0,2,others,Moderate
39608,19665,other,Gasoline,Manual,Used,12480,83.0,2,others,Moderate
39609,16000,Opel,Gasoline,Manual,Used,12499,75.0,2,Germany,Moderate
39610,38237,Renault,Gasoline,Semi-automatic,Used,12500,109.0,2,others,Moderate
39611,13047,Ford,Gasoline,Manual,Used,12550,86.0,2,others,Moderate
39612,14356,Renault,Gasoline,Manual,Used,12550,90.0,2,others,Moderate
39613,16013,Ford,Gasoline,Manual,Used,12550,86.0,2,others,Moderate
39614,21338,Ford,Gasoline,Manual,Used,12550,86.0,2,others,Moderate
39615,58747,Opel,Diesel,Manual,Used,12580,110.0,2,Germany,Moderate
39616,250,other,Electric,Automatic,Used,12590,5.0,2,others,Moderate
39617,14665,Ford,Gasoline,Manual,Used,12650,86.0,2,others,Moderate
39618,15052,Ford,Gasoline,Manual,Used,12650,86.0,2,others,Moderate
39640,10928,Skoda,Gasoline,Manual,Used,10240,60.0,2,others,Moderate
39641,14897,Skoda,Gasoline,Manual,Used,10340,60.0,2,others,Moderate
39642,19600,Hyundai,Gasoline,Manual,Used,10490,67.0,2,others,Moderate
39643,5112,Skoda,Gasoline,Manual,Used,10740,60.0,2,others,Moderate
39644,5918,Skoda,Gasoline,Manual,Used,10940,75.0,2,others,Moderate
39645,4876,Skoda,Gasoline,Manual,Used,10950,60.0,2,others,Moderate
39646,10423,other,Gasoline,Manual,Used,10990,90.0,2,others,Moderate
39647,14864,Skoda,Gasoline,Manual,Used,13990,95.0,2,others,Moderate
39648,55440,Opel,Gasoline,Automatic,Used,14990,150.0,2,Germany,Moderate
39649,33883,Volkswagen,Gasoline,Manual,Used,15680,116.0,2,Germany,Moderate
39650,60000,Ford,Gasoline,Manual,Used,15900,120.0,2,others,Moderate
39651,9000,other,Gasoline,Manual,Used,15990,150.0,2,others,Moderate
39652,16434,Hyundai,Diesel,Manual,Used,16500,116.0,2,others,Moderate
39653,23590,Hyundai,Diesel,Manual,Used,16500,116.0,2,others,Moderate
39654,19766,Hyundai,Diesel,Manual,Used,16500,116.0,2,others,Moderate
39655,20922,Ford,Gasoline,Manual,Used,12650,86.0,2,others,Moderate
39656,21000,other,Gasoline,Automatic,Used,12665,90.0,2,Germany,Moderate
39657,17061,other,Electric,Automatic,Used,12678,56.0,2,Germany,Moderate
39658,14095,Ford,Gasoline,Manual,Used,12750,86.0,2,others,Moderate
39659,14021,Ford,Gasoline,Manual,Used,12750,86.0,2,others,Moderate
39660,10324,Ford,Gasoline,Manual,Used,12750,86.0,2,others,Moderate
39661,16612,Ford,Gasoline,Manual,Used,12750,86.0,2,others,Moderate
39662,18384,Ford,Gasoline,Manual,Used,12750,86.0,2,others,Moderate
39663,16170,Ford,Gasoline,Manual,Used,12750,86.0,2,others,Moderate
39664,30133,Ford,Diesel,Manual,Used,12770,86.0,2,others,Moderate
39665,53206,Volkswagen,Gasoline,Manual,Used,12880,65.0,2,Germany,Moderate
39666,10739,other,Gasoline,Automatic,Used,12890,90.0,2,Germany,Moderate
39667,7708,other,Gasoline,Automatic,Used,12900,72.0,2,others,Moderate
39668,14550,other,Gasoline,Manual,Used,12900,71.0,2,Germany,Moderate
39669,9480,Ford,Gasoline,Manual,Used,12950,86.0,2,others,Moderate
39670,15866,Ford,Gasoline,Manual,Used,12950,86.0,2,others,Moderate
39671,13060,Ford,Gasoline,Manual,Used,12950,86.0,2,others,Moderate
39672,13049,Ford,Gasoline,Manual,Used,12950,86.0,2,others,Moderate
39673,14477,Ford,Gasoline,Manual,Used,12950,86.0,2,others,Moderate
39674,6208,Ford,Gasoline,Manual,Used,12950,86.0,2,others,Moderate
39695,35000,Ford,Gasoline,Manual,Used,16800,120.0,2,others,Moderate
39696,8000,Ford,Gasoline,Manual,Used,16824,101.0,2,others,Moderate
39697,26400,Ford,Gasoline,Manual,Used,17990,125.0,2,others,Moderate
39698,13300,Ford,Gasoline,Manual,Demonstration,17990,125.0,2,others,Moderate
39699,16400,Ford,Gasoline,Manual,Used,18260,125.0,2,others,Moderate
39700,3500,Ford,Gasoline,Manual,Used,18445,125.0,2,others,Moderate
39701,17998,Hyundai,Electric/Gasoline,Automatic,Used,18500,141.0,2,others,Moderate
39702,16021,Hyundai,Electric/Gasoline,Automatic,Used,18500,141.0,2,others,Moderate
39703,17652,Hyundai,Electric/Gasoline,Automatic,Used,18500,141.0,2,others,Moderate
39704,14528,Skoda,Gasoline,Manual,Used,18850,150.0,2,others,Moderate
39705,14764,Hyundai,Electric/Gasoline,Automatic,Used,18950,141.0,2,others,Moderate
39706,17960,Renault,Gasoline,Manual,Used,18990,101.0,2,others,Moderate
39707,70000,Ford,Diesel,Automatic,Used,19999,120.0,2,others,Moderate
39714,8575,Ford,Gasoline,Manual,Demonstration,12950,86.0,2,others,Moderate
39715,10310,Opel,Gasoline,Manual,Used,12970,101.0,2,Germany,Moderate
39716,18137,Volkswagen,Gasoline,Manual,Used,12980,90.0,2,Germany,Moderate
39717,20000,other,Gasoline,Automatic,Used,12980,90.0,2,Germany,Moderate
39718,22076,Ford,Diesel,Manual,Used,12990,86.0,2,others,Moderate
39719,1590,Renault,other,Manual,Demonstration,13190,90.0,2,others,Moderate
39720,20364,other,Gasoline,Automatic,Used,13190,90.0,2,Germany,Moderate
39721,76685,SEAT,Diesel,Manual,Used,13220,80.0,2,others,Moderate
39722,15500,Ford,Gasoline,Manual,Demonstration,13248,86.0,2,others,Moderate
39723,5730,other,Gasoline,Manual,Used,13250,71.0,2,Germany,Moderate
39724,19414,other,Gasoline,Automatic,Used,13300,90.0,2,Germany,Moderate
39725,6953,Ford,Gasoline,Manual,Used,13300,86.0,2,others,Moderate
39726,17127,Ford,Diesel,Manual,Used,13320,86.0,2,others,Moderate
39727,17771,Ford,Gasoline,Manual,Used,13360,101.0,2,others,Moderate
39728,9211,other,Gasoline,Automatic,Used,13370,90.0,2,Germany,Moderate
39729,12500,Ford,Gasoline,Manual,Demonstration,13388,86.0,2,others,Moderate
39730,8206,other,Electric,Automatic,Used,13390,82.0,2,Germany,Moderate
39731,25451,Volkswagen,Gasoline,Manual,Used,13450,65.0,2,Germany,Moderate
39732,22501,Volkswagen,Diesel,Manual,Used,13480,95.0,2,Germany,Moderate
39733,12607,other,Gasoline,Manual,Used,13480,75.0,2,others,Moderate
39754,26500,Ford,Gasoline,Manual,Demonstration,13488,101.0,2,others,Moderate
39755,14576,other,Gasoline,Automatic,Used,13500,90.0,2,Germany,Moderate
39756,200,other,Electric,Automatic,Used,13590,5.0,2,others,Moderate
39757,24970,Volkswagen,Diesel,Manual,Used,13680,95.0,2,Germany,Moderate
39758,16863,other,Gasoline,Automatic,Used,13690,71.0,2,Germany,Moderate
39759,15205,Volkswagen,Diesel,Manual,Used,13780,95.0,2,Germany,Moderate
39760,25438,Ford,Gasoline,Manual,Used,13840,86.0,2,others,Moderate
39761,30191,Ford,Gasoline,Manual,Used,13840,86.0,2,others,Moderate
39762,10184,Volkswagen,Diesel,Manual,Used,13880,95.0,2,Germany,Moderate
39763,19248,other,Gasoline,Automatic,Used,13890,90.0,2,Germany,Moderate
39764,12800,other,Gasoline,Manual,Used,13900,111.0,2,others,Moderate
39765,26396,Opel,Gasoline,Manual,Used,13920,105.0,2,Germany,Moderate
39766,37790,Ford,Gasoline,Manual,Used,13940,101.0,2,others,Moderate
39767,13456,other,Gasoline,Automatic,Used,13950,90.0,2,Germany,Moderate
39768,31783,Opel,Diesel,Manual,Used,13970,110.0,2,Germany,Moderate
39769,3155,other,Electric,Automatic,Used,13970,82.0,2,Germany,Moderate
39770,13500,other,Diesel,Manual,Used,13970,116.0,2,others,Moderate
39771,101493,Volkswagen,Diesel,Automatic,Used,13980,116.0,2,Germany,Moderate
39772,44262,Volkswagen,Gasoline,Manual,Used,13980,86.0,2,Germany,Moderate
39773,47176,other,Gasoline,Manual,Used,13980,102.0,2,Germany,Moderate
39781,60436,other,Gasoline,Manual,Used,10200,90.0,2,others,Moderate
39782,23970,Skoda,Gasoline,Manual,Used,10220,75.0,2,others,Moderate
39783,16602,other,Gasoline,Manual,Used,10220,69.0,2,others,Moderate
39784,10,Hyundai,Gasoline,Manual,Pre-registered,10290,67.0,2,others,Moderate
39785,70,Hyundai,Gasoline,Manual,Pre-registered,10290,67.0,2,others,Moderate
39786,22900,Renault,Gasoline,Manual,Used,10300,90.0,2,others,Moderate
39803,15700,other,Gasoline,Manual,Used,13990,110.0,2,others,Moderate
39804,12800,other,Gasoline,Manual,Used,13990,111.0,2,others,Moderate
39805,16800,SEAT,Gasoline,Manual,Used,14080,95.0,2,others,Moderate
39806,9805,Ford,Gasoline,Manual,Used,14140,101.0,2,others,Moderate
39807,64408,other,Gasoline,Manual,Used,14220,131.0,2,others,Moderate
39808,16335,Ford,Gasoline,Manual,Used,14250,86.0,2,others,Moderate
39809,5033,Ford,Gasoline,Manual,Used,14250,101.0,2,others,Moderate
39810,98700,other,Electric/Gasoline,Automatic,Used,14299,136.0,2,others,Moderate
39811,16730,other,Gasoline,Automatic,Used,14300,71.0,2,Germany,Moderate
39812,15700,other,Gasoline,Manual,Used,14300,82.0,2,others,Moderate
39813,9135,Ford,Gasoline,Manual,Used,14344,86.0,2,others,Moderate
39814,13045,Ford,Gasoline,Manual,Used,14350,86.0,2,others,Moderate
39815,8546,Ford,Gasoline,Manual,Used,14350,86.0,2,others,Moderate
39816,12775,Ford,Gasoline,Manual,Used,14350,86.0,2,others,Moderate
39817,15852,Ford,Gasoline,Manual,Used,14350,86.0,2,others,Moderate
39818,46071,Opel,Diesel,Manual,Used,14370,110.0,2,Germany,Moderate
39819,37741,Opel,Gasoline,Manual,Used,14370,125.0,2,Germany,Moderate
39820,49086,Volkswagen,Diesel,Manual,Used,14380,116.0,2,Germany,Moderate
39821,7844,Ford,Gasoline,Manual,Used,14388,101.0,2,others,Moderate
39827,23874,Renault,Electric,Automatic,Used,10990,72.0,2,others,Moderate
39828,18844,Hyundai,Gasoline,Manual,Used,11664,84.0,2,others,Moderate
39829,25700,Renault,Electric,Automatic,Used,11978,109.0,2,others,Moderate
39830,50100,Ford,Gasoline,Manual,Used,11990,101.0,2,others,Moderate
39831,20500,Renault,Electric,Automatic,Used,12150,92.0,2,others,Moderate
39832,55176,Hyundai,Gasoline,Manual,Used,12219,101.0,2,others,Moderate
39833,9409,Opel,Gasoline,Manual,Used,12490,105.0,2,Germany,Moderate
39834,24900,Renault,Electric,Automatic,Used,12970,109.0,2,others,Moderate
39835,18833,Renault,Electric,Automatic,Used,12990,72.0,2,others,Moderate
39836,27669,other,Gasoline,Manual,Used,12990,113.0,2,others,Moderate
39837,3900,Renault,Electric,Automatic,Used,13450,109.0,2,others,Moderate
39838,11500,Renault,Electric,Automatic,Used,13890,60.0,2,others,Moderate
39839,35215,other,Gasoline,Manual,Used,14220,121.0,2,others,Moderate
39840,15900,Renault,Electric,Automatic,Demonstration,14380,69.0,2,others,Moderate
39845,19680,other,Gasoline,Manual,Used,10490,83.0,2,others,Moderate
39846,3990,other,Gasoline,Manual,Used,10490,72.0,2,others,Moderate
39847,26620,Opel,Gasoline,Manual,Used,10890,90.0,2,Germany,Moderate
39848,22450,Opel,Gasoline,Manual,Employee's car,10990,90.0,2,Germany,Moderate
39849,28000,Volkswagen,Gasoline,Manual,Used,11440,75.0,2,Germany,Moderate
39850,13420,Opel,Gasoline,Manual,Employee's car,11450,90.0,2,Germany,Moderate
39851,21816,other,Gasoline,Manual,Used,11490,83.0,2,others,Moderate
39852,94984,other,Diesel,Manual,Used,11880,109.0,2,others,Moderate
39853,25500,other,Gasoline,Manual,Used,11880,114.0,2,others,Moderate
39854,10670,Opel,Gasoline,Manual,Employee's car,11890,90.0,2,Germany,Moderate
39855,29900,Renault,Gasoline,Automatic,Used,11890,90.0,2,others,Moderate
39856,22320,other,Gasoline,Manual,Used,12390,83.0,2,others,Moderate
39857,39115,Ford,Gasoline,Manual,Employee's car,12470,101.0,2,others,Moderate
39858,24000,other,Gasoline,Automatic,Used,12599,90.0,2,Germany,Moderate
39859,19450,other,Gasoline,Automatic,Used,12880,71.0,2,Germany,Moderate
39860,25914,other,Gasoline,Manual,Used,12900,73.0,2,others,Moderate
39867,6648,Renault,Gasoline,Manual,Used,10490,90.0,2,others,Moderate
39868,3173,Renault,Gasoline,Manual,Used,10590,90.0,2,others,Moderate
39869,35786,Skoda,Gasoline,Manual,Used,10990,95.0,2,others,Moderate
39870,9410,Renault,Electric,Automatic,Used,11389,58.0,2,others,Moderate
39871,18767,Ford,Gasoline,Manual,Used,11950,86.0,2,others,Moderate
39872,31642,other,Gasoline,Manual,Demonstration,13490,120.0,2,others,Moderate
39873,6298,other,Gasoline,Manual,Used,13880,117.0,2,others,Moderate
39874,4999,other,Gasoline,Manual,Used,13990,99.0,2,others,Moderate
39875,4999,Volkswagen,Gasoline,Manual,Demonstration,13990,80.0,2,Germany,Moderate
39876,4999,other,Gasoline,Manual,Used,13990,114.0,2,others,Moderate
39877,39425,Hyundai,Gasoline,Manual,Used,14250,99.0,2,others,Moderate
