,mileage,manufacturer,fuel,gear,offer_type,price,hp,age_of_car,place_of_origin,price_category_userdef
13517,100,other,Electric/Gasoline,Manual,Demonstration,12990,69.0,0,others,Moderate
13518,2590,other,Gasoline,Manual,Demonstration,12990,69.0,0,others,Moderate
13519,20,other,Gasoline,Automatic,Pre-registered,13190,72.0,0,others,Moderate
13520,10,other,Gasoline,Manual,Pre-registered,13190,67.0,0,others,Moderate
13521,50,Renault,Gasoline,Manual,Demonstration,13290,67.0,0,others,Moderate
13522,1000,other,Gasoline,Automatic,Demonstration,13390,71.0,0,others,Moderate
13549,130800,Volkswagen,other,Manual,Used,10100,109.0,9,Germany,Moderate
13550,128040,Volkswagen,Diesel,Manual,Used,10200,105.0,9,Germany,Moderate
13551,208000,Skoda,Diesel,Automatic,Used,10300,170.0,9,others,Moderate
13552,210000,Volkswagen,Diesel,Automatic,Used,10301,140.0,9,Germany,Moderate
13553,179900,Audi,Diesel,Automatic,Used,10390,177.0,9,Germany,Moderate
13554,134000,Volkswagen,Diesel,Manual,Used,10390,140.0,9,Germany,Moderate
13555,61690,other,Electric/Gasoline,Automatic,Used,10450,136.0,9,others,Moderate
13556,127000,Volkswagen,Diesel,Automatic,Used,10500,105.0,9,Germany,Moderate
13557,62300,Volkswagen,Diesel,Manual,Used,10500,140.0,9,Germany,Moderate
13558,57800,Volkswagen,Diesel,Manual,Used,10500,140.0,9,Germany,Moderate
13559,85200,Audi,Diesel,Manual,Used,10500,105.0,9,Germany,Moderate
13560,121500,other,Gasoline,Manual,Used,10500,117.0,9,others,Moderate
13561,124900,BMW,Diesel,Manual,Used,10500,143.0,9,Germany,Moderate
13562,72605,Volkswagen,Gasoline,Manual,Used,10901,105.0,8,Germany,Moderate
13563,82900,Volkswagen,Diesel,Manual,Used,10950,140.0,8,Germany,Moderate
13564,96500,Volkswagen,Diesel,Manual,Used,10950,140.0,8,Germany,Moderate
13565,100000,Volkswagen,Diesel,Automatic,Used,10950,102.0,8,Germany,Moderate
13566,124596,SEAT,Gasoline,Automatic,Used,10950,105.0,8,others,Moderate
13567,60711,other,Gasoline,Manual,Used,10980,141.0,8,others,Moderate
13568,113000,Volkswagen,Diesel,Manual,Used,10990,105.0,8,Germany,Moderate
13569,58340,other,Diesel,Manual,Used,10990,131.0,8,others,Moderate
13570,183300,Mercedes-Benz,Diesel,Automatic,Used,10990,170.0,8,Germany,Moderate
13571,104000,other,Gasoline,Automatic,Used,11000,150.0,8,others,Moderate
13572,124000,Ford,Diesel,Automatic,Used,11111,163.0,8,others,Moderate
13573,167000,Volkswagen,Diesel,Automatic,Used,11199,177.0,8,Germany,Moderate
13574,171268,Audi,Gasoline,Manual,Used,11299,125.0,8,Germany,Moderate
13575,67900,Volkswagen,Gasoline,Manual,Used,11300,122.0,8,Germany,Moderate
13576,170000,other,Diesel,Automatic,Used,11300,175.0,8,others,Moderate
13577,102640,Mercedes-Benz,Diesel,Manual,Used,11450,136.0,8,Germany,Moderate
13578,91000,Volkswagen,Diesel,Manual,Used,11490,102.0,8,Germany,Moderate
13579,71200,other,Diesel,Automatic,Used,11490,111.0,8,Germany,Moderate
13580,72800,other,Gasoline,Manual,Used,11499,122.0,8,Germany,Moderate
13581,66270,Volkswagen,Gasoline,Manual,Used,11499,122.0,8,Germany,Moderate
13582,128000,Audi,Diesel,Manual,Used,12000,110.0,7,Germany,Moderate
13583,43000,Volkswagen,Diesel,Manual,Used,12200,140.0,7,Germany,Moderate
13584,162000,Audi,Diesel,Automatic,Used,12200,150.0,7,Germany,Moderate
13585,57000,Skoda,Gasoline,Manual,Used,12200,105.0,7,others,Moderate
13586,38000,Volkswagen,Gasoline,Manual,Used,12200,125.0,7,Germany,Moderate
13587,81490,Opel,Gasoline,Manual,Used,12250,140.0,7,Germany,Moderate
13588,99800,Volkswagen,Diesel,Automatic,Used,12290,105.0,7,Germany,Moderate
13589,126000,Volkswagen,Diesel,Manual,Used,12400,110.0,7,Germany,Moderate
13590,113624,Opel,Diesel,Automatic,Used,12450,163.0,7,Germany,Moderate
13591,89921,other,other,Automatic,Used,12450,163.0,7,others,Moderate
13592,94000,other,Gasoline,Automatic,Used,12500,86.0,7,others,Moderate
13593,89900,Audi,Gasoline,Manual,Used,12500,179.0,7,Germany,Moderate
13594,66500,other,Gasoline,Manual,Used,12500,116.0,7,others,Moderate
13595,52500,other,Gasoline,Manual,Used,12500,204.0,7,others,Moderate
13596,120000,Skoda,Diesel,Automatic,Used,12500,184.0,7,others,Moderate
13597,85400,other,Gasoline,Manual,Used,12575,116.0,7,others,Moderate
13598,94887,Ford,Gasoline,Manual,Used,12590,150.0,7,others,Moderate
13599,57802,other,Gasoline,Manual,Used,12650,136.0,7,Germany,Moderate
13600,63547,BMW,Diesel,Automatic,Used,12699,116.0,7,Germany,Moderate
13601,96020,other,Diesel,Automatic,Used,12770,179.0,7,others,Moderate
13602,135000,BMW,Gasoline,Manual,Used,12000,136.0,6,Germany,Moderate
13603,133897,SEAT,Gasoline,Manual,Used,12100,150.0,6,others,Moderate
13604,80000,Ford,Gasoline,Manual,Used,12300,150.0,6,others,Moderate
13605,106750,Volkswagen,Diesel,Manual,Used,12300,110.0,6,Germany,Moderate
13606,48235,other,Gasoline,Manual,Used,12350,120.0,6,others,Moderate
13607,80130,Opel,Diesel,Manual,Used,12449,136.0,6,Germany,Moderate
13608,30503,Volkswagen,Gasoline,Manual,Used,12450,86.0,6,Germany,Moderate
13609,89850,Ford,Diesel,Manual,Used,12450,163.0,6,others,Moderate
13610,90575,Opel,Diesel,Automatic,Used,12450,136.0,6,Germany,Moderate
13611,129300,Audi,Diesel,Manual,Used,12480,120.0,6,Germany,Moderate
13612,112761,Volkswagen,Diesel,Manual,Used,12480,150.0,6,Germany,Moderate
13613,65325,Renault,Gasoline,Manual,Used,12490,131.0,6,others,Moderate
13614,23000,other,Gasoline,Automatic,Used,12490,120.0,6,others,Moderate
13615,138758,Opel,Diesel,Automatic,Used,12490,165.0,6,Germany,Moderate
13616,173250,Audi,Diesel,Automatic,Used,12490,110.0,6,Germany,Moderate
13617,11600,Opel,Gasoline,Manual,Used,12490,120.0,6,Germany,Moderate
13618,52900,SEAT,Gasoline,Automatic,Used,12490,110.0,6,others,Moderate
13619,63000,Volkswagen,Diesel,Manual,Used,12500,110.0,6,Germany,Moderate
13620,133596,Skoda,Diesel,Manual,Used,12500,110.0,6,others,Moderate
13621,66696,other,Gasoline,Manual,Used,11650,102.0,5,Germany,Moderate
13622,40000,other,Gasoline,Manual,Used,11800,90.0,5,others,Moderate
13623,17553,other,Gasoline,Automatic,Used,11800,69.0,5,others,Moderate
13624,51800,other,Electric/Gasoline,Automatic,Used,11840,101.0,5,others,Moderate
13625,76000,other,Gasoline,Manual,Used,11840,116.0,5,others,Moderate
13626,188000,BMW,Diesel,Automatic,Used,11850,150.0,5,Germany,Moderate
13627,106080,Volkswagen,Diesel,Manual,Used,11880,110.0,5,Germany,Moderate
13628,82250,Volkswagen,Gasoline,Manual,Used,11889,86.0,5,Germany,Moderate
13629,70500,Renault,Gasoline,Manual,Used,11900,132.0,5,others,Moderate
13630,72200,Volkswagen,Gasoline,Automatic,Used,11900,110.0,5,Germany,Moderate
13631,65200,Volkswagen,Gasoline,Manual,Used,11950,110.0,5,Germany,Moderate
13632,98500,Volkswagen,Gasoline,Manual,Used,11950,86.0,5,Germany,Moderate
13633,51814,SEAT,Gasoline,Automatic,Used,11950,110.0,5,others,Moderate
13634,100492,Volkswagen,Diesel,Manual,Used,11950,110.0,5,Germany,Moderate
13635,43520,Ford,Gasoline,Manual,Used,11950,101.0,5,others,Moderate
13636,75190,Ford,Gasoline,Manual,Used,11950,125.0,5,others,Moderate
13637,67108,other,Gasoline,Manual,Used,11970,102.0,5,others,Moderate
13638,60761,Opel,Gasoline,Manual,Used,11975,105.0,5,Germany,Moderate
13649,149503,Volkswagen,Diesel,Manual,Used,10280,116.0,4,Germany,Moderate
13650,29000,other,Gasoline,Manual,Used,10290,82.0,4,others,Moderate
13651,120000,Skoda,Diesel,Manual,Used,10300,116.0,4,others,Moderate
13652,43547,SEAT,Gasoline,Manual,Used,10349,86.0,4,others,Moderate
13653,25850,Opel,Gasoline,Manual,Used,10370,69.0,4,Germany,Moderate
13654,26200,other,Gasoline,Manual,Used,10450,101.0,4,others,Moderate
13655,123214,Ford,Diesel,Manual,Used,10450,120.0,4,others,Moderate
13656,21800,Volkswagen,Gasoline,Manual,Used,10479,90.0,4,Germany,Moderate
13657,32500,other,Gasoline,Manual,Used,12950,102.0,3,Germany,Moderate
13658,138200,Volkswagen,Diesel,Automatic,Used,12980,116.0,3,Germany,Moderate
13659,95624,SEAT,Diesel,Manual,Used,12980,116.0,3,others,Moderate
13660,24000,Volkswagen,Gasoline,Manual,Used,12989,65.0,3,Germany,Moderate
13661,33700,Renault,Diesel,Manual,Used,12990,90.0,3,others,Moderate
13662,25964,Opel,Gasoline,Manual,Used,12990,105.0,3,Germany,Moderate
13663,59998,Opel,Gasoline,Manual,Used,12990,125.0,3,Germany,Moderate
13664,28445,Ford,Gasoline,Manual,Used,12990,101.0,3,others,Moderate
13665,33900,SEAT,Gasoline,Manual,Used,12990,110.0,3,others,Moderate
13666,44461,Ford,Diesel,Manual,Used,12990,86.0,3,others,Moderate
13667,20589,Volkswagen,Gasoline,Manual,Used,12995,75.0,3,Germany,Moderate
13668,33000,other,Gasoline,Manual,Used,12995,102.0,3,Germany,Moderate
13669,31000,other,Gasoline,Manual,Used,12998,102.0,3,Germany,Moderate
13670,36000,other,Gasoline,Manual,Used,12998,102.0,3,Germany,Moderate
13671,125000,Hyundai,Diesel,Automatic,Used,12999,136.0,3,others,Moderate
13672,89124,BMW,Diesel,Manual,Used,13197,116.0,3,Germany,Moderate
13673,26788,Opel,Gasoline,Manual,Used,13200,82.0,3,Germany,Moderate
13674,96000,Volkswagen,Diesel,Manual,Used,13250,120.0,3,Germany,Moderate
13675,39000,other,Gasoline,Manual,Used,13270,90.0,3,others,Moderate
13676,47000,other,Gasoline,Manual,Used,13350,102.0,3,Germany,Moderate
13677,6460,Opel,Gasoline,Manual,Used,13297,87.0,2,Germany,Moderate
13678,7188,Renault,Gasoline,Manual,Demonstration,13360,90.0,2,others,Moderate
13679,10365,other,Gasoline,Manual,Used,13380,84.0,2,others,Moderate
13680,33500,Opel,Gasoline,Manual,Used,13450,105.0,2,Germany,Moderate
13681,29668,other,Gasoline,Manual,Used,13485,83.0,2,others,Moderate
13682,6355,Ford,Gasoline,Manual,Used,13486,86.0,2,others,Moderate
13683,9288,Ford,Gasoline,Manual,Used,13486,86.0,2,others,Moderate
13684,7540,Ford,Gasoline,Manual,Used,13486,86.0,2,others,Moderate
13685,6699,Ford,Gasoline,Manual,Used,13486,86.0,2,others,Moderate
13686,7128,Ford,Gasoline,Manual,Used,13486,86.0,2,others,Moderate
13687,9917,Ford,Gasoline,Manual,Used,13486,86.0,2,others,Moderate
13688,9862,Ford,Gasoline,Manual,Used,13486,86.0,2,others,Moderate
13689,9146,Ford,Gasoline,Manual,Used,13486,86.0,2,others,Moderate
13690,24485,Volkswagen,Diesel,Manual,Used,13490,95.0,2,Germany,Moderate
13691,9985,Renault,Electric,Automatic,Demonstration,13575,109.0,2,others,Moderate
13692,9984,Opel,Gasoline,Manual,Used,13580,105.0,2,Germany,Moderate
13693,9983,Opel,Gasoline,Manual,Used,13580,105.0,2,Germany,Moderate
13694,133756,Volkswagen,Diesel,Automatic,Used,13590,150.0,2,Germany,Moderate
13695,18600,Skoda,Gasoline,Manual,Used,13679,110.0,2,others,Moderate
13696,19870,Volkswagen,Diesel,Manual,Used,13750,95.0,2,Germany,Moderate
13697,7000,Renault,Gasoline,Manual,Used,11290,73.0,1,others,Moderate
13698,6000,Renault,Gasoline,Manual,Used,11390,73.0,1,others,Moderate
13699,20,Hyundai,Gasoline,Manual,Pre-registered,11450,67.0,1,others,Moderate
13700,2697,other,Gasoline,Manual,Used,11485,72.0,1,others,Moderate
13701,14038,Hyundai,Gasoline,Manual,Demonstration,11490,75.0,1,others,Moderate
13702,6000,Renault,Gasoline,Manual,Used,11490,73.0,1,others,Moderate
13703,11000,other,Gasoline,Manual,Used,11600,90.0,1,others,Moderate
13704,8900,other,Gasoline,Manual,Used,11800,72.0,1,others,Moderate
13705,1200,Hyundai,Gasoline,Manual,Demonstration,11900,67.0,1,others,Moderate
13706,17800,other,Gasoline,Manual,Used,11980,69.0,1,others,Moderate
13707,5000,Volkswagen,Gasoline,Manual,Used,11989,65.0,1,Germany,Moderate
13708,7500,Volkswagen,Gasoline,Manual,Used,11989,65.0,1,Germany,Moderate
13709,2642,Volkswagen,Gasoline,Manual,Used,11990,65.0,1,Germany,Moderate
13710,2701,other,Gasoline,Manual,Used,11990,72.0,1,others,Moderate
13711,10,Hyundai,Gasoline,Manual,Pre-registered,11990,67.0,1,others,Moderate
13712,10,Skoda,Gasoline,Manual,Pre-registered,12380,60.0,1,others,Moderate
13713,11662,Hyundai,Gasoline,Manual,Used,12480,84.0,1,others,Moderate
13714,20180,Opel,Gasoline,Manual,Used,12490,75.0,1,Germany,Moderate
13715,11000,other,Gasoline,Manual,Used,12500,72.0,1,others,Moderate
13716,1999,Volkswagen,Gasoline,Manual,Used,17550,95.0,0,Germany,Moderate
13717,1200,Renault,Gasoline,Manual,Demonstration,17580,101.0,0,others,Moderate
13718,50,Opel,Gasoline,Manual,Employee's car,17590,101.0,0,Germany,Moderate
13719,50,Opel,Gasoline,Manual,Pre-registered,17590,75.0,0,Germany,Moderate
13720,500,Renault,Gasoline,Manual,Demonstration,17680,101.0,0,others,Moderate
13721,1500,Renault,Gasoline,Manual,Demonstration,17680,91.0,0,others,Moderate
13722,53,other,Electric/Gasoline,Manual,Demonstration,17750,90.0,0,others,Moderate
13723,20,other,Gasoline,Manual,Pre-registered,17840,125.0,0,others,Moderate
13724,50,Opel,Gasoline,Manual,Pre-registered,17890,75.0,0,Germany,Moderate
13725,50,Opel,Gasoline,Automatic,Employee's car,17890,101.0,0,Germany,Moderate
13726,50,Opel,Gasoline,Manual,Employee's car,17890,101.0,0,Germany,Moderate
13727,2800,other,Gasoline,Manual,Demonstration,17960,125.0,0,others,Moderate
13771,127986,Volkswagen,Diesel,Automatic,Used,10075,140.0,8,Germany,Moderate
13772,62000,other,Diesel,Manual,Used,10200,114.0,8,others,Moderate
13773,84628,Volkswagen,Gasoline,Automatic,Used,10210,90.0,8,Germany,Moderate
13774,76024,BMW,Diesel,Manual,Used,10295,116.0,8,Germany,Moderate
13775,172000,Volkswagen,Diesel,Manual,Used,10400,150.0,8,Germany,Moderate
13776,81944,other,Diesel,Manual,Used,10480,114.0,8,others,Moderate
13777,142980,other,Diesel,Automatic,Used,10490,204.0,8,others,Moderate
13778,136623,Volkswagen,Gasoline,Manual,Used,10490,140.0,8,Germany,Moderate
13779,120468,Audi,Diesel,Manual,Used,10490,105.0,8,Germany,Moderate
13780,155648,other,Diesel,Manual,Used,10499,148.0,8,others,Moderate
13781,83000,Mercedes-Benz,Diesel,Automatic,Used,10500,109.0,8,Germany,Moderate
13782,137000,BMW,Diesel,Manual,Used,10500,143.0,8,Germany,Moderate
13783,70000,Mercedes-Benz,Diesel,Manual,Used,10500,109.0,8,Germany,Moderate
13784,148000,Ford,Diesel,Automatic,Used,10500,200.0,8,others,Moderate
13785,112000,Volkswagen,Gasoline,Manual,Used,10500,160.0,8,Germany,Moderate
13786,78902,other,Gasoline,Manual,Used,10500,75.0,7,Germany,Moderate
13787,130550,other,Diesel,Manual,Used,10500,110.0,7,others,Moderate
13788,110718,Volkswagen,Gasoline,Manual,Used,10500,125.0,7,Germany,Moderate
13789,114000,Volkswagen,Diesel,Manual,Used,10500,110.0,7,Germany,Moderate
13790,85356,Skoda,Diesel,Manual,Used,10580,105.0,7,others,Moderate
13791,147774,Volkswagen,Diesel,Manual,Used,10695,140.0,7,Germany,Moderate
13792,83700,other,Diesel,Automatic,Used,10699,114.0,7,others,Moderate
13793,108450,Volkswagen,Diesel,Automatic,Used,10799,105.0,7,Germany,Moderate
13794,149000,BMW,Diesel,Manual,Used,10800,116.0,7,Germany,Moderate
13795,203000,Mercedes-Benz,Diesel,Automatic,Used,10800,170.0,7,Germany,Moderate
13796,91000,other,Diesel,Manual,Used,10850,110.0,7,others,Moderate
13797,42596,Ford,Gasoline,Manual,Used,10880,125.0,7,others,Moderate
13798,108456,Opel,Diesel,Manual,Used,10880,131.0,7,Germany,Moderate
13799,93458,Opel,Gasoline,Manual,Used,10880,140.0,7,Germany,Moderate
13800,68279,other,Gasoline,Manual,Used,10888,102.0,7,Germany,Moderate
13801,189500,Ford,Diesel,Manual,Used,10890,101.0,7,others,Moderate
13802,94298,Volkswagen,Diesel,Manual,Used,10890,110.0,7,Germany,Moderate
13803,90680,Hyundai,Gasoline,Manual,Used,10900,135.0,7,others,Moderate
13804,153000,BMW,Diesel,Automatic,Used,10900,116.0,7,Germany,Moderate
13819,47700,Volkswagen,Gasoline,Manual,Used,10200,75.0,6,Germany,Moderate
13820,46000,Volkswagen,Gasoline,Manual,Used,10200,110.0,6,Germany,Moderate
13821,103000,SEAT,Diesel,Manual,Used,10299,150.0,6,others,Moderate
13822,81000,Ford,Gasoline,Manual,Used,10300,125.0,6,others,Moderate
13823,77031,other,Electric/Gasoline,Automatic,Used,10450,101.0,6,others,Moderate
13900,28234,other,Gasoline,Manual,Used,10200,102.0,2,others,Moderate
13921,999,other,Gasoline,Automatic,Demonstration,14490,71.0,0,others,Moderate
13922,11,other,Gasoline,Manual,Pre-registered,14490,84.0,0,others,Moderate
13923,105,other,Gasoline,Automatic,Pre-registered,14490,71.0,0,others,Moderate
13924,10,Renault,Gasoline,Manual,Pre-registered,14500,90.0,0,others,Moderate
13925,15,Ford,Gasoline,Manual,Used,14505,75.0,0,others,Moderate
13926,563,other,Gasoline,Manual,Demonstration,14518,92.0,0,others,Moderate
13927,3679,other,Gasoline,Manual,Demonstration,14518,92.0,0,others,Moderate
13928,1160,other,Gasoline,Manual,Demonstration,14518,92.0,0,others,Moderate
13929,1589,other,Gasoline,Manual,Demonstration,14518,92.0,0,others,Moderate
13930,10,Skoda,Gasoline,Manual,Pre-registered,14529,95.0,0,others,Moderate
13931,10,Skoda,Gasoline,Manual,Pre-registered,14650,60.0,0,others,Moderate
13932,11176,Ford,Gasoline,Manual,Used,14650,75.0,0,others,Moderate
13933,100,Hyundai,Gasoline,Automatic,Demonstration,14680,84.0,0,others,Moderate
13934,10,Hyundai,Gasoline,Manual,Pre-registered,14690,84.0,0,others,Moderate
13935,6000,Volkswagen,Gasoline,Manual,Used,14690,65.0,0,Germany,Moderate
13936,20,Opel,Gasoline,Manual,Pre-registered,14750,75.0,0,Germany,Moderate
13937,100,Renault,Gasoline,Manual,Demonstration,14780,65.0,0,others,Moderate
13938,103100,BMW,Gasoline,Manual,Used,11000,150.0,10,Germany,Moderate
13939,204000,BMW,Diesel,Automatic,Used,11188,218.0,10,Germany,Moderate
13940,104500,BMW,Diesel,Manual,Used,11400,143.0,10,Germany,Moderate
13941,224000,Audi,Diesel,Manual,Used,11500,170.0,10,Germany,Moderate
13942,99000,Mercedes-Benz,Gasoline,Manual,Used,11500,156.0,10,Germany,Moderate
13943,203000,Mercedes-Benz,Diesel,Automatic,Used,11500,204.0,10,Germany,Moderate
13944,223912,Volkswagen,Diesel,Manual,Used,11500,140.0,10,Germany,Moderate
13945,35900,Audi,Gasoline,Manual,Used,11500,105.0,10,Germany,Moderate
13946,138600,Volkswagen,Diesel,Manual,Used,11599,140.0,10,Germany,Moderate
13947,95985,Volkswagen,Gasoline,Manual,Used,11850,160.0,10,Germany,Moderate
13948,97500,BMW,Gasoline,Manual,Used,11870,143.0,10,Germany,Moderate
13949,149870,other,Gasoline,Automatic,Used,11900,156.0,10,others,Moderate
13950,188000,Audi,Diesel,Automatic,Used,12000,245.0,10,Germany,Moderate
13951,165000,Volkswagen,Diesel,Manual,Used,12000,170.0,10,Germany,Moderate
13952,125000,SEAT,Gasoline,Manual,Used,12000,265.0,10,others,Moderate
13953,152000,Volkswagen,Diesel,Automatic,Used,12190,170.0,10,Germany,Moderate
13954,151700,Volkswagen,Diesel,Manual,Used,12222,163.0,10,Germany,Moderate
13955,119500,Mercedes-Benz,Gasoline,Automatic,Used,12400,184.0,10,Germany,Moderate
13956,87000,Volkswagen,Gasoline,Automatic,Used,12400,160.0,10,Germany,Moderate
13957,86300,Mercedes-Benz,Gasoline,Automatic,Used,13200,156.0,9,Germany,Moderate
13958,106457,BMW,Diesel,Manual,Used,13250,184.0,9,Germany,Moderate
13959,29900,other,Gasoline,Manual,Used,13280,122.0,9,Germany,Moderate
13960,107000,BMW,Diesel,Manual,Used,13450,163.0,9,Germany,Moderate
13961,82000,other,Gasoline,Manual,Used,13490,184.0,9,Germany,Moderate
13962,160000,Mercedes-Benz,Diesel,Manual,Used,13500,163.0,9,Germany,Moderate
13963,251000,Volkswagen,Diesel,Automatic,Used,13500,245.0,9,Germany,Moderate
13964,200000,BMW,Diesel,Automatic,Used,13550,381.0,9,Germany,Moderate
13965,31500,Mercedes-Benz,Gasoline,Automatic,Used,13900,122.0,9,Germany,Moderate
13966,91500,Audi,Gasoline,Manual,Used,13900,170.0,9,Germany,Moderate
13967,74800,Skoda,Gasoline,Manual,Used,13950,200.0,9,others,Moderate
13968,118600,Audi,Gasoline,Manual,Used,13950,160.0,9,Germany,Moderate
13969,201500,Mercedes-Benz,Diesel,Automatic,Used,13990,265.0,9,Germany,Moderate
13970,128000,Mercedes-Benz,Diesel,Manual,Used,14199,136.0,9,Germany,Moderate
13971,97000,Volkswagen,Gasoline,Automatic,Used,14200,211.0,9,Germany,Moderate
13972,136000,BMW,Diesel,Automatic,Used,14200,218.0,9,Germany,Moderate
13973,89000,Audi,Gasoline,Manual,Used,14299,170.0,9,Germany,Moderate
13974,86765,BMW,Diesel,Automatic,Used,14440,163.0,9,Germany,Moderate
13975,70950,Audi,Gasoline,Automatic,Used,14450,185.0,9,Germany,Moderate
13976,161000,Audi,Diesel,Automatic,Used,14500,204.0,9,Germany,Moderate
13977,119000,Audi,Diesel,Manual,Used,13480,140.0,8,Germany,Moderate
13978,220000,BMW,Diesel,Automatic,Used,13500,184.0,8,Germany,Moderate
13979,120000,BMW,Diesel,Manual,Used,13500,143.0,8,Germany,Moderate
13980,162000,other,Diesel,Manual,Used,13500,150.0,8,others,Moderate
13981,3000,Renault,Gasoline,Manual,Used,13550,132.0,8,others,Moderate
13982,162000,BMW,Diesel,Manual,Used,13700,184.0,8,Germany,Moderate
13983,99000,BMW,Diesel,Manual,Used,13790,143.0,8,Germany,Moderate
13984,96012,Volkswagen,Diesel,Automatic,Used,13800,140.0,8,Germany,Moderate
13985,80500,Volkswagen,Gasoline,Manual,Used,13800,140.0,8,Germany,Moderate
13986,77000,Mercedes-Benz,Gasoline,Automatic,Used,13850,156.0,8,Germany,Moderate
13987,165000,other,Diesel,Automatic,Used,13900,241.0,8,others,Moderate
13988,82000,Volkswagen,Gasoline,Automatic,Used,13900,211.0,8,Germany,Moderate
13989,148126,Ford,Diesel,Manual,Used,13950,200.0,8,others,Moderate
13990,186000,Audi,Gasoline,Automatic,Used,13970,204.0,8,Germany,Moderate
13991,96000,Volkswagen,Gasoline,Automatic,Used,13990,140.0,8,Germany,Moderate
13992,150000,Audi,Diesel,Manual,Used,13990,177.0,8,Germany,Moderate
13993,127000,BMW,Diesel,Manual,Used,13990,143.0,8,Germany,Moderate
13994,120000,Opel,Diesel,Automatic,Used,13999,165.0,8,Germany,Moderate
13995,119678,Audi,Gasoline,Manual,Used,13999,170.0,8,Germany,Moderate
13996,110000,Mercedes-Benz,Gasoline,Automatic,Used,13999,184.0,8,Germany,Moderate
13997,104000,BMW,Diesel,Automatic,Used,13600,184.0,7,Germany,Moderate
13998,99000,Mercedes-Benz,Gasoline,Automatic,Used,13600,122.0,7,Germany,Moderate
13999,107706,BMW,Gasoline,Manual,Used,13750,170.0,7,Germany,Moderate
14000,158000,SEAT,Diesel,Manual,Used,13762,140.0,7,others,Moderate
14001,119752,other,Gasoline,Automatic,Used,13770,86.0,7,others,Moderate
14002,169900,BMW,Diesel,Manual,Used,13800,184.0,7,Germany,Moderate
14003,117000,Volkswagen,Diesel,Manual,Used,13800,140.0,7,Germany,Moderate
14004,106200,other,Diesel,Automatic,Used,13850,175.0,7,others,Moderate
14005,127750,BMW,Diesel,Manual,Used,13890,184.0,7,Germany,Moderate
14006,166000,Audi,Diesel,Manual,Used,13900,177.0,7,Germany,Moderate
14007,66580,Volkswagen,Gasoline,Automatic,Used,13920,122.0,7,Germany,Moderate
14008,26200,Audi,Gasoline,Manual,Used,13930,125.0,7,Germany,Moderate
14009,63999,Audi,Gasoline,Manual,Used,13950,122.0,7,Germany,Moderate
14010,93000,Skoda,Diesel,Automatic,Used,13960,140.0,7,others,Moderate
14011,105000,Ford,Diesel,Automatic,Used,13980,163.0,7,others,Moderate
14012,126000,Audi,Diesel,Automatic,Used,13990,150.0,7,Germany,Moderate
14013,99912,other,Diesel,Manual,Used,13990,150.0,7,others,Moderate
14014,67000,Volkswagen,Gasoline,Manual,Used,13990,140.0,7,Germany,Moderate
14015,110000,other,Diesel,Manual,Used,13990,150.0,7,others,Moderate
14016,48000,BMW,Gasoline,Manual,Used,14600,136.0,6,Germany,Moderate
14017,28061,other,Gasoline,Automatic,Used,14700,120.0,6,others,Moderate
14018,167674,Audi,Diesel,Manual,Used,14756,136.0,6,Germany,Moderate
14019,51000,BMW,Gasoline,Manual,Used,14770,136.0,6,Germany,Moderate
14020,71000,Volkswagen,Gasoline,Manual,Used,14785,125.0,6,Germany,Moderate
14021,38000,Volkswagen,Gasoline,Automatic,Used,14800,160.0,6,Germany,Moderate
14022,125950,BMW,Diesel,Automatic,Used,14800,190.0,6,Germany,Moderate
14023,182000,Volkswagen,Diesel,Automatic,Used,14900,177.0,6,Germany,Moderate
14024,193000,BMW,Gasoline,Automatic,Used,14900,231.0,6,Germany,Moderate
14025,90000,Volkswagen,Diesel,Automatic,Used,14900,150.0,6,Germany,Moderate
14026,123000,other,Diesel,Automatic,Used,14900,136.0,6,others,Moderate
14027,112000,Ford,Diesel,Automatic,Used,14900,150.0,6,others,Moderate
14028,65000,Skoda,Gasoline,Manual,Used,14900,105.0,6,others,Moderate
14029,103250,BMW,Diesel,Automatic,Used,14950,190.0,6,Germany,Moderate
14030,70000,Volkswagen,Gasoline,Automatic,Used,14950,125.0,6,Germany,Moderate
14031,155150,BMW,Diesel,Automatic,Used,14950,190.0,6,Germany,Moderate
14032,101000,BMW,Diesel,Automatic,Used,14950,163.0,6,Germany,Moderate
14033,159300,Volkswagen,Diesel,Automatic,Used,14970,190.0,6,Germany,Moderate
14034,97100,Volkswagen,Gasoline,Manual,Used,14980,150.0,6,Germany,Moderate
14035,99800,BMW,Diesel,Manual,Used,14980,163.0,6,Germany,Moderate
14036,84892,Opel,Diesel,Manual,Used,12960,170.0,5,Germany,Moderate
14037,149801,Opel,Diesel,Automatic,Used,12970,170.0,5,Germany,Moderate
14038,133581,other,Diesel,Automatic,Used,12971,131.0,5,others,Moderate
14039,46000,Renault,Gasoline,Manual,Used,12980,132.0,5,others,Moderate
14040,57800,Volkswagen,Diesel,Automatic,Used,12980,110.0,5,Germany,Moderate
14041,92737,Ford,Gasoline,Manual,Used,12990,150.0,5,others,Moderate
14042,60000,Ford,Diesel,Manual,Used,12990,101.0,5,others,Moderate
14043,76000,Skoda,Diesel,Manual,Used,12990,110.0,5,others,Moderate
14044,33000,other,Gasoline,Manual,Used,12990,140.0,5,others,Moderate
14045,19323,other,Gasoline,Automatic,Used,12990,125.0,5,others,Moderate
